src,dest,mn_weight
34DHPHELAT1tc,r1814,312.4447488584475
34DHPHELAT1tc,r1815,312.4447488584475
34DHPHELAT1tc,r1816,312.4447488584475
34DHPHELAT1tc,r1817,312.4447488584475
34DHPHELAT1tc,r1818,312.4447488584475
34DHPHELAT1tc,r1819,312.4447488584475
34DHPHELAT1tc,r1820,312.4447488584475
34DHPHELAT1tc,r1821,312.4447488584475
34DHPHELAT1tc,r1831,312.4447488584475
34DHPHELAT1tc,r1846,312.4447488584475
34DHPHELAT1tc,r1861,312.4447488584475
34DHPHELAT1tc,r1876,312.4447488584475
34DHPHELAT1tc,r1891,312.4447488584475
34DHPHELAT1tc,r1906,312.4447488584475
34DHPHELAT1tc,r1957,312.4447488584475
34DHPHELAT1tc,r1958,312.4447488584475
34DHPHELAT1tc,r1959,312.4447488584475
34DHPHELAT1tc,r1960,312.4447488584475
34DHPHELAT1tc,r1961,312.4447488584475
34DHPHELAT1tc,r2001,312.4447488584475
34DHPHELAT1tc,r2017,312.4447488584475
34DHPHELAT1tc,r2049,312.4447488584475
34DHPHELAT1tc,r2065,312.4447488584475
34DHPHEt,34DHPHEt,5471.272727272727
34DHPHEt,3HLYTCL,2717.272727272727
34DHPHEt,HMR_6728,2717.272727272727
34DHPHEt,HMR_6729,2717.272727272727
34DHPHEt,TYR3MO2,2717.272727272727
34DHPHEt,TYRDOPO,2717.272727272727
34DHPHEt,TYRDOPO3,2717.272727272727
34DHPLACOX,34DHPLACOX,12465.378219554888
34DHPLACOX,34DHPLACOX_NADP_,12465.378219554888
34DHPLACOX,42A12BOOX,4981.666666666666
34DHPLACOX_NADP_,34DHPLACOX_NADP_,12465.378219554888
34DHPLACOX_NADP_,42A12BOOX,4981.666666666666
34DHXMANDACOX,34DHXMANDACOX,11967.211552888222
34DHXMANDACOX,34DHXMANDACOX_NADP_,11967.211552888222
34DHXMANDACOX,41R1H2MAE12BOOX,5978.0
34DHXMANDACOX,41R2A1H12BOOX,5978.0
34DHXMANDACOX,HMR_6755,5989.211552888222
34DHXMANDACOX_NADP_,34DHXMANDACOX_NADP_,11967.211552888222
34DHXMANDACOX_NADP_,41R1H2MAE12BOOX,5978.0
34DHXMANDACOX_NADP_,41R2A1H12BOOX,5978.0
34DHXMANDACOX_NADP_,HMR_6755,5989.211552888222
34HPPOR,34HPPOR,11742.5
34HPPOR,HGNTOR,7472.5
34HPPOR,HMR_6771,4270.0
34HPPOR,TYRTA,4270.0
35DHPVShc,35DHPVShc,3502.175983436853
35DHPVShc,3HPVShc,883.6759834368529
35DHPVShc,DSPVShc,883.6759834368529
35DHPVShc,TRIPVShc,883.6759834368529
35DSMVhep,35DSMVhep,3676.74265010352
35DSMVhep,6HSMVhep,1058.2426501035195
35DSMVhep,6MSMVhep,1058.2426501035195
3AIBTm,3AIBTm,4231.995431893688
3AIBTm,3AIBtmi,3148.5
3AIBTm,3SALATAim,296.37043189368774
3AIBTm,ABTArm,296.37043189368774
3AIBTm,APAT2rm,296.37043189368774
3AIBTm,ASPTAm,296.37043189368774
3AIBTm,CYSTAm,296.37043189368774
3AIBTm,EHGLATm,296.37043189368774
3AIBTm,GLUDxm,296.37043189368774
3AIBTm,GLUDym,296.37043189368774
3AIBTm,ILETAm,296.37043189368774
3AIBTm,LCYSTATm,296.37043189368774
3AIBTm,LEUTAm,296.37043189368774
3AIBTm,MMSAD1m,787.125
3AIBTm,ORNTArm,296.37043189368774
3AIBTm,PHETA1m,296.37043189368774
3AIBTm,TYRTAm,296.37043189368774
3AIBTm,VALTAm,296.37043189368774
3AIBTm,r0081,296.37043189368774
3AIBTm,r0483,1083.4954318936875
3AIBTm,r0643,787.125
3AIBtmi,3AIBtmi,10621.0
3DHCAS,3DHCAS,7857.336552888222
3DHCAS,3DHCHOLabc,5989.211552888222
3DHCAS,3DHCHOLt,5978.0
3DHCAS,3DHCHOLt2,5978.0
3DHCAS,CASULT,1879.336552888222
3DHCAS,CHOLATEt,1868.125
3DHCAS,CHOLATEt2,1868.125
3DHCAS,CHOLATEt3,1879.336552888222
3DHCAS,HMR_1665,1868.125
3DHCAS,HMR_1666,1868.125
3DHCAS,RE1834C,1879.336552888222
3DHCAS,r2139,1868.125
3DHCAS,r2151,1868.125
3DHCAS,r2152,1868.125
3DHCAS,r2153,1868.125
3DHCDCAS,3DHCDCAS,7981.878219554888
3DHCDCAS,3DHCDCHOLabc,5989.211552888222
3DHCDCAS,3DHCDCHOLt,5978.0
3DHCDCAS,3DHCDCHOLt2,5978.0
3DHCDCAS,CDCA24GSc,1992.6666666666663
3DHCDCAS,CDCA3GSc,1992.6666666666663
3DHCDCAS,CDCA6AH,2003.8782195548888
3DHCDCAS,HC02220c,2003.8782195548888
3DHCDCAS,RE1835C,2003.8782195548888
3DHCDCAS,r0651,1992.6666666666663
3DHCDCAS,r0993,2003.8782195548888
3DHCDCAS,r1495,1992.6666666666663
3DHCDCAS,r2157,1992.6666666666663
3DHCDCAS,r2158,1992.6666666666663
3DHCDCAS,r2159,1992.6666666666663
3DHCDCHOLabc,3DHCDCHOLabc,8054.711552888222
3DHCDCHOLabc,3DHCDCHOLt,8043.5
