rxn	rxn_name	gene	equation	pathway
H7_TAer	H7' transamidase, endoplasmic reticulum	Pigk	H7_TAer: em2emgacpail_hs_r + pre_prot_r --> em2emgacpail_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7_TAer	H7' transamidase, endoplasmic reticulum	Pigs	H7_TAer: em2emgacpail_hs_r + pre_prot_r --> em2emgacpail_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7_TAer	H7' transamidase, endoplasmic reticulum	Pigt	H7_TAer: em2emgacpail_hs_r + pre_prot_r --> em2emgacpail_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7_TAer	H7' transamidase, endoplasmic reticulum	Pigu	H7_TAer: em2emgacpail_hs_r + pre_prot_r --> em2emgacpail_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7ET2er	H7 phosphoethanolaminyl transferase, endoplasmic reticulum	Pigf	H7ET2er: em2emgacpail_hs_r + pe_hs_r --> dag_hs_r + gpi_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7ET2er	H7 phosphoethanolaminyl transferase, endoplasmic reticulum	Pigg	H7ET2er: em2emgacpail_hs_r + pe_hs_r --> dag_hs_r + gpi_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7MTer_L	H7 mannosyltransferase, endoplasmic reticulum	Pigz	H7MTer_L: 0.1 dolmanp__L_r + em2emgacpail_hs_r --> 0.1 dolp__L_r + h_r + mem2emgacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H7MTer_U	H7 mannosyltransferase, endoplasmic reticulum	Pigz	H7MTer_U: 0.1 dolmanp_U_r + em2emgacpail_hs_r --> 0.1 dolp_U_r + h_r + mem2emgacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8MTer_L	H8 mannosyltransferase, endoplasmic reticulum	Pigz	H8MTer_L: 0.1 dolmanp__L_r + gpi_hs_r --> 0.1 dolp__L_r + h_r + m_em_3gacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8MTer_U	H8 mannosyltransferase, endoplasmic reticulum	Pigz	H8MTer_U: 0.1 dolmanp_U_r + gpi_hs_r --> 0.1 dolp_U_r + h_r + m_em_3gacpail_hs_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8TAer	H8 transamidase, endoplasmic reticulum	Gpaa1	H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8TAer	H8 transamidase, endoplasmic reticulum	Pigk	H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8TAer	H8 transamidase, endoplasmic reticulum	Pigs	H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8TAer	H8 transamidase, endoplasmic reticulum	Pigt	H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
H8TAer	H8 transamidase, endoplasmic reticulum	Pigu	H8TAer: gpi_hs_r + pre_prot_r --> gpi_prot_hs_r + gpi_sig_r	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
HACD1m	3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria	Hadh	HACD1m: aacoa_m + h_m + nadh_m <=> 3hbcoa_m + nad_m	Tryptophan metabolism
HACD1m	3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria	Hadha	HACD1m: aacoa_m + h_m + nadh_m <=> 3hbcoa_m + nad_m	Tryptophan metabolism
HACD1m	3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria	Hadhb	HACD1m: aacoa_m + h_m + nadh_m <=> 3hbcoa_m + nad_m	Tryptophan metabolism
HACD1m	3-Hydroxybutanoyl-CoA:NAD+ oxidoreductase, mitochondria	Hsd17b10	HACD1m: aacoa_m + h_m + nadh_m <=> 3hbcoa_m + nad_m	Tryptophan metabolism
HACD1x	(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase	Ehhadh	HACD1x: aacoa_x + h_x + nadh_x <=> 3hbcoa_x + nad_x	Tryptophan metabolism
HACD1x	(S)-3-Hydroxybutanoyl-CoA:NAD oxidoreductase	Hsd17b4	HACD1x: aacoa_x + h_x + nadh_x <=> 3hbcoa_x + nad_x	Tryptophan metabolism
HACD9m	(2S,3S)-3-hydroxy-2-methylbutanoyl-CoA:NAD+ oxidoreductase	Hsd17b10	HACD9m: 3hmbcoa_m + nad_m <=> 2maacoa_m + h_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
HAS1	Hyaluronan synthase	Has1	HAS1: uacgam_c + udpglcur_c --> 2.0 h_c + ha_pre1_e + 2.0 udp_c	Hyaluronan Metabolism
HAS1	Hyaluronan synthase	Has2	HAS1: uacgam_c + udpglcur_c --> 2.0 h_c + ha_pre1_e + 2.0 udp_c	Hyaluronan Metabolism
HAS1	Hyaluronan synthase	Has3	HAS1: uacgam_c + udpglcur_c --> 2.0 h_c + ha_pre1_e + 2.0 udp_c	Hyaluronan Metabolism
HAS2	Hyaluronan synthase	Has1	HAS2: ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c	Hyaluronan Metabolism
HAS2	Hyaluronan synthase	Has2	HAS2: ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c	Hyaluronan Metabolism
HAS2	Hyaluronan synthase	Has3	HAS2: ha_pre1_e + uacgam_c + udpglcur_c --> 2.0 h_c + ha_e + 2.0 udp_c	Hyaluronan Metabolism
HBZOPT10m	Hydroxybenzoate Decaprenyltransferase	Coq2	HBZOPT10m: 4hbz_m + decdp_m --> 3dphb_m + ppi_m	Ubiquinone Biosynthesis
HEX1	Hexokinase (D-glucose:ATP)	Gck	HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c	Glycolysis/Gluconeogenesis
HEX1	Hexokinase (D-glucose:ATP)	Hk1	HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c	Glycolysis/Gluconeogenesis
HEX1	Hexokinase (D-glucose:ATP)	Hk2	HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c	Glycolysis/Gluconeogenesis
HEX1	Hexokinase (D-glucose:ATP)	Hk3	HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c	Glycolysis/Gluconeogenesis
HEX1	Hexokinase (D-glucose:ATP)	Hkdc1	HEX1: atp_c + glc__D_c --> adp_c + g6p_c + h_c	Glycolysis/Gluconeogenesis
HEX10	Hexokinase (D-glucosamine:ATP)	Gck	HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c	Aminosugar Metabolism
HEX10	Hexokinase (D-glucosamine:ATP)	Hk1	HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c	Aminosugar Metabolism
HEX10	Hexokinase (D-glucosamine:ATP)	Hk2	HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c	Aminosugar Metabolism
HEX10	Hexokinase (D-glucosamine:ATP)	Hk3	HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c	Aminosugar Metabolism
HEX10	Hexokinase (D-glucosamine:ATP)	Hkdc1	HEX10: atp_c + gam_c --> adp_c + gam6p_c + h_c	Aminosugar Metabolism
HEX4	Hexokinase (D-mannose:ATP)	Gck	HEX4: atp_c + man_c --> adp_c + h_c + man6p_c	Fructose and Mannose Metabolism
HEX4	Hexokinase (D-mannose:ATP)	Hk1	HEX4: atp_c + man_c --> adp_c + h_c + man6p_c	Fructose and Mannose Metabolism
HEX4	Hexokinase (D-mannose:ATP)	Hk2	HEX4: atp_c + man_c --> adp_c + h_c + man6p_c	Fructose and Mannose Metabolism
HEX4	Hexokinase (D-mannose:ATP)	Hk3	HEX4: atp_c + man_c --> adp_c + h_c + man6p_c	Fructose and Mannose Metabolism
HEX4	Hexokinase (D-mannose:ATP)	Hkdc1	HEX4: atp_c + man_c --> adp_c + h_c + man6p_c	Fructose and Mannose Metabolism
HEX7	Hexokinase (D-fructose:ATP)	Gck	HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c	Fructose and Mannose Metabolism
HEX7	Hexokinase (D-fructose:ATP)	Hk1	HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c	Fructose and Mannose Metabolism
HEX7	Hexokinase (D-fructose:ATP)	Hk2	HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c	Fructose and Mannose Metabolism
HEX7	Hexokinase (D-fructose:ATP)	Hk3	HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c	Fructose and Mannose Metabolism
HEX7	Hexokinase (D-fructose:ATP)	Hkdc1	HEX7: atp_c + fru_c --> adp_c + f6p_c + h_c	Fructose and Mannose Metabolism
HEXCCPT1	Carnitine O-palmitoyltransferase	Cpt1a	HEXCCPT1: crn_c + hexccoa_c --> coa_c + hexccrn_c	Carnitine shuttle
HEXCCPT1	Carnitine O-palmitoyltransferase	Cpt1b	HEXCCPT1: crn_c + hexccoa_c --> coa_c + hexccrn_c	Carnitine shuttle
HEXCCPT1	Carnitine O-palmitoyltransferase	Cpt1c	HEXCCPT1: crn_c + hexccoa_c --> coa_c + hexccrn_c	Carnitine shuttle
HEXCCPT2	Carnitine transferase	Cpt2	HEXCCPT2: coa_m + hexccrn_m --> crn_m + hexccoa_m	Carnitine shuttle
HEXCCRNt	Transport into the mitochondria (carnitine)	Slc25a20	HEXCCRNt: hexccrn_c --> hexccrn_m	Carnitine shuttle
HGNTOR	Homogentisateoxygen 1 2 oxidoreductase  decyclizing	Hgd	HGNTOR: hgentis_c + o2_c --> 4mlacac_c + h_c	Tyrosine metabolism
HIBDm	3-hydroxyisobutyrate dehydrogenase, mitochondrial	Hibadh	HIBDm: 3hmp_m + nad_m <=> 2mop_m + h_m + nadh_m	Valine, Leucine, and Isoleucine Metabolism
HISDr	Histidase r	Hal	HISDr: his__L_c --> nh4_c + urcan_c	Histidine Metabolism
HISDC	Histidine decarboxylase	Ddc	HISDC: h_c + his__L_c --> co2_c + hista_c	Histidine Metabolism
HISDC	Histidine decarboxylase	Hdc	HISDC: h_c + his__L_c --> co2_c + hista_c	Histidine Metabolism
HISTASE	HISTASE	Aoc1	HISTASE: h2o_c + hista_c + o2_c --> h2o2_c + im4act_c + nh4_c	Histidine Metabolism
HISTASE	HISTASE	Aoc2	HISTASE: h2o_c + hista_c + o2_c --> h2o2_c + im4act_c + nh4_c	Histidine Metabolism
HISTAVESSEC	Histamine secretion via secretory vesicle (ATP driven)	Slc18a1	HISTAVESSEC: 2.0 atp_c + 2.0 h2o_c + 3.0 hista_c --> 2.0 adp_c + 2.0 h_c + 3.0 hista_e + 2.0 pi_c	Transport, Extracellular
HISTAVESSEC	Histamine secretion via secretory vesicle (ATP driven)	Slc18a2	HISTAVESSEC: 2.0 atp_c + 2.0 h2o_c + 3.0 hista_c --> 2.0 adp_c + 2.0 h_c + 3.0 hista_e + 2.0 pi_c	Transport, Extracellular
HISTAtu	Histamine uniport	Slc22a2	HISTAtu: hista_e <=> hista_c	Transport, Extracellular
HISTAtu	Histamine uniport	Slc22a3	HISTAtu: hista_e <=> hista_c	Transport, Extracellular
HISt4	L-histidine transport in via sodium symport	Slc38a2	HISt4: his__L_e + na1_e --> his__L_c + na1_c	Transport, Extracellular
HISt4	L-histidine transport in via sodium symport	Slc6a14	HISt4: his__L_e + na1_e --> his__L_c + na1_c	Transport, Extracellular
HIStN1	Histidine transport (Na, H coupled)	Slc38a3	HIStN1: h_c + his__L_e + 2.0 na1_e <=> h_e + his__L_c + 2.0 na1_c	Transport, Extracellular
HIStiDF	L-histidine transport via diffusion (extracellular to cytosol)	Slc38a4	HIStiDF: his__L_e --> his__L_c	Transport, Extracellular
HKYNH	3 Hydroxy L kynurenine hydrolase	Kynu	HKYNH: h2o_c + hLkynr_c --> 3hanthrn_c + ala__L_c	Tryptophan metabolism
HKt	H+/K+ gastric/non-gastric P-ATPase and ABC ATPase	Atp4a	HKt: atp_c + h2o_c + k_e --> adp_c + h_e + k_c + pi_c	Transport, Extracellular
HKt	H+/K+ gastric/non-gastric P-ATPase and ABC ATPase	Atp4b	HKt: atp_c + h2o_c + k_e --> adp_c + h_e + k_c + pi_c	Transport, Extracellular
HMBS	Hydroxymethylbilane synthase	Hmbs	HMBS: h2o_c + 4.0 ppbng_c --> hmbil_c + 4.0 nh4_c	Heme Biosynthesis
HMGCOARr	Hydroxymethylglutaryl CoA reductase (ir)	Hmgcr	HMGCOARr: 2.0 h_r + hmgcoa_r + 2.0 nadph_r --> coa_r + mev__R_r + 2.0 nadp_r	Cholesterol Metabolism
HMGCOARx	Hydroxymethylglutaryl CoA reductase (ir)	Hmgcr	HMGCOARx: 2.0 h_x + hmgcoa_x + 2.0 nadph_x --> coa_x + mev__R_x + 2.0 nadp_x	Cholesterol Metabolism
HMGCOAS	Hydroxymethylglutaryl CoA synthase	Hmgcs1	HMGCOAS: coa_c + h_c + hmgcoa_c <-- aacoa_c + accoa_c + h2o_c	Cholesterol Metabolism
HMGCOASm	Hydroxymethylglutaryl CoA synthase  mitochondrial	Hmgcs2	HMGCOASm: coa_m + h_m + hmgcoa_m <-- aacoa_m + accoa_m + h2o_m	Cholesterol Metabolism
HMGLm	Hydroxymethylglutaryl-CoA lyase	Hmgcl	HMGLm: hmgcoa_m --> acac_m + accoa_m	Cholesterol Metabolism
HMGLm	Hydroxymethylglutaryl-CoA lyase	Hmgcll1	HMGLm: hmgcoa_m --> acac_m + accoa_m	Cholesterol Metabolism
HMGLx	Hydroxymethylglutaryl-CoA lyase	Hmgcl	HMGLx: hmgcoa_x --> acac_x + accoa_x	Cholesterol Metabolism
HOMt4	L-homoserine via sodium symport	Slc7a1	HOMt4: hom__L_e + na1_e --> hom__L_c + na1_c	Transport, Extracellular
HOMt4	L-homoserine via sodium symport	Slc7a2	HOMt4: hom__L_e + na1_e --> hom__L_c + na1_c	Transport, Extracellular
HOMt4	L-homoserine via sodium symport	Slc7a3	HOMt4: hom__L_e + na1_e --> hom__L_c + na1_c	Transport, Extracellular
HOXG	Heme oxygenase 1	Hmox1	HOXG: 5.0 h_c + 3.0 nadph_c + 3.0 o2_c + pheme_c --> biliverd_c + co_c + fe2_c + 3.0 h2o_c + 3.0 nadp_c	Heme Degradation
HOXG	Heme oxygenase 1	Hmox2	HOXG: 5.0 h_c + 3.0 nadph_c + 3.0 o2_c + pheme_c --> biliverd_c + co_c + fe2_c + 3.0 h2o_c + 3.0 nadp_c	Heme Degradation
HPCLx	2-hydroxyphytanoyl-CoA lyase	Hyal6	HPCLx: 4.0 h_x + phyt2ohcoa_x --> forcoa_x + pristanal_x	Fatty Acid Metabolism
HPDCACRNCPT1	Carnitine fatty-acyl transferase	Cpt1a	HPDCACRNCPT1: crn_c + hpdcacoa_c --> coa_c + hpdcacrn_c	Carnitine shuttle
HPDCACRNCPT1	Carnitine fatty-acyl transferase	Cpt1b	HPDCACRNCPT1: crn_c + hpdcacoa_c --> coa_c + hpdcacrn_c	Carnitine shuttle
HPDCACRNCPT1	Carnitine fatty-acyl transferase	Cpt1c	HPDCACRNCPT1: crn_c + hpdcacoa_c --> coa_c + hpdcacrn_c	Carnitine shuttle
HPDCACRNCPT2	Heptadecanoate transport into the mitochondria	Cpt2	HPDCACRNCPT2: coa_m + hpdcacrn_m --> crn_m + hpdcacoa_m	Carnitine shuttle
HPDCACRNt	Heptadecanoate transport into the mitochondria	Slc25a20	HPDCACRNt: hpdcacrn_c --> hpdcacrn_m	Carnitine shuttle
HPROxm	L hydroxyproline dehydrogenase  NAD   mitochondrial	Aldh4a1	HPROxm: 4hpro_LT_m + nad_m --> 1p3h5c_m + 2.0 h_m + nadh_m	Arginine and Proline Metabolism
HPYRR2x	Hydroxypyruvate reductase (NADH)	Ldha	HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c	Glyoxylate and Dicarboxylate Metabolism
HPYRR2x	Hydroxypyruvate reductase (NADH)	Ldhal6b	HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c	Glyoxylate and Dicarboxylate Metabolism
HPYRR2x	Hydroxypyruvate reductase (NADH)	Ldhb	HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c	Glyoxylate and Dicarboxylate Metabolism
HPYRR2x	Hydroxypyruvate reductase (NADH)	Ldhc	HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c	Glyoxylate and Dicarboxylate Metabolism
HPYRR2x	Hydroxypyruvate reductase (NADH)	Ldhd	HPYRR2x: h_c + hpyr_c + nadh_c --> glyc__S_c + nad_c	Glyoxylate and Dicarboxylate Metabolism
HPYRRy	Hydroxypyruvate reductase (NADPH)	Grhpr	HPYRRy: h_c + hpyr_c + nadph_c --> glyc__R_c + nadp_c	Glyoxylate and Dicarboxylate Metabolism
HS1ly	Heparan-N-sulfatase, lysosomal	Sgsh	HS1ly: h2o_l + hs_deg1_l --> h_l + hs_deg2_l + so4_l	Heparan sulfate degradation
HS2ly	Heparan-N-sulfatase, lysosomal	Sgsh	HS2ly: h2o_l + hs_deg6_l --> h_l + hs_deg7_l + so4_l	Heparan sulfate degradation
HS3ly	Heparan-N-sulfatase, lysosomal	Sgsh	HS3ly: h2o_l + hs_deg12_l --> h_l + hs_deg13_l + so4_l	Heparan sulfate degradation
HS4ly	Heparan-N-sulfatase, lysosomal	Sgsh	HS4ly: h2o_l + hs_deg18_l --> h_l + hs_deg19_l + so4_l	Heparan sulfate degradation
HSD11B1r	11-beta-hydroxysteroid dehydrogenase type 1	Hsd11b1	HSD11B1r: cortsn_r + h_r + nadph_r <=> crtsl_r + nadp_r	Steroid Metabolism
HSD11B2r	11-beta-hydroxysteroid dehydrogenase type 2	Hsd11b2	HSD11B2r: cortsn_r + h_r + nadh_r <=> crtsl_r + nad_r	Steroid Metabolism
HSD17B1	Testicular 17-beta-hydroxysteroid dehydrogenase	H2-Ke6	HSD17B1: estrone_c + h_c + nadph_c <=> estradiol_c + nadp_c	Steroid Metabolism
HSD17B1	Testicular 17-beta-hydroxysteroid dehydrogenase	Hsd17b1	HSD17B1: estrone_c + h_c + nadph_c <=> estradiol_c + nadp_c	Steroid Metabolism
HSD17B2r	17-beta-hydroxysteroid dehydrogenase	Hsd17b2	HSD17B2r: andrstndn_r + h_r + nadh_r --> nad_r + tststerone_r	Steroid Metabolism
HSD17B3r	Testicular 17-beta-hydroxysteroid dehydrogenase	Hsd17b3	HSD17B3r: andrstndn_r + h_r + nadph_r --> nadp_r + tststerone_r	Steroid Metabolism
HSD17B42x	Hydroxysteroid (17-beta) dehydrogenase 4	Hsd17b4	HSD17B42x: h_x + nadph_x + o2_x + thcholoylcoa_x --> dhocholoylcoa_x + 2.0 h2o_x + nadp_x	Bile Acid Biosynthesis
HSD17B4x	Hydroxysteroid (17-beta) dehydrogenase 4	Hsd17b4	HSD17B4x: cholcoads_x + h_x + nadph_x + o2_x --> cholcoaone_x + h2o_x + nadp_x	Bile Acid Biosynthesis
HSD17B7r	Testicular 17-beta-hydroxysteroid dehydrogenase	Hsd17b7	HSD17B7r: estrone_r + h_r + nadph_r --> estradiol_r + nadp_r	Steroid Metabolism
HSD17B8r	17-beta-hydroxysteroid dehydrogenase	Hsd17b2	HSD17B8r: estrone_r + h_r + nadh_r --> estradiol_r + nad_r	Steroid Metabolism
HSD17B9r	17-beta-hydroxysteroid dehydrogenase (type 7)	Hsd17b7	HSD17B9r: andrstrn_r + h_r + nadph_r + 1.5 o2_r --> eandrstrn_r + 2.0 h2o_r + nadp_r	Steroid Metabolism
HSD3A1r	3 alpha-hydroxysteroid dehydrogenase (type 3)	Akr1c6	HSD3A1r: andrstandn_r + h_r + nadh_r <=> andrstrn_r + nad_r	Steroid Metabolism
HSD3A2r	3 alpha-hydroxysteroid dehydrogenase (type 3)	Akr1c6	HSD3A2r: andrstandn_r + h_r + nadph_r <=> andrstrn_r + nadp_r	Steroid Metabolism
HSD3B11	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	Hsd3b2	HSD3B11: nad_c + prgnlone_c --> h_c + nadh_c + prgstrn_c	Steroid Metabolism
HSD3B11r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	Hsd3b1	HSD3B11r: nad_r + prgnlone_r --> h_r + nadh_r + prgstrn_r	Steroid Metabolism
HSD3B12r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	Hsd3b1	HSD3B12r: dhea_r + nad_r --> andrstndn_r + h_r + nadh_r	Steroid Metabolism
HSD3B13	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	Hsd3b2	HSD3B13: 17ahprgnlone_c + nad_c --> 17ahprgstrn_c + h_c + nadh_c	Steroid Metabolism
HSD3B13r	3 beta-hydroxysteroid dehydrogenase/delta 5-->4-isomerase type I	Hsd3b1	HSD3B13r: 17ahprgnlone_r + nad_r --> 17ahprgstrn_r + h_r + nadh_r	Steroid Metabolism
HSD3B2r	3 beta-hydroxysteroid dehydrogenase type 1	Hsd3b1	HSD3B2r: eandrstrn_r + h_r + nadh_r --> andrstandn_r + h2o_r + nad_r	Steroid Metabolism
HSD3B3r	3 beta-hydroxysteroid dehydrogenase type 1	Hsd3b1	HSD3B3r: eandrstrn_r + h_r + nadph_r --> andrstandn_r + h2o_r + nadp_r	Steroid Metabolism
HSD3B7	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Hsd3b7	HSD3B7: nad_r + xol7a_r --> h_r + nadh_r + xol7aone_r	Bile Acid Biosynthesis
HSD3B7P	Hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 7	Hsd3b7	HSD3B7P: nadp_r + xol7a_r --> h_r + nadph_r + xol7aone_r	Bile Acid Biosynthesis
HXANtl	Hypoxanthine facilated transport from lysosome	Slc29a3	HXANtl: hxan_l <=> hxan_c	Transport, Lysosomal
HXPRT	Hypoxanthine phosphoribosyltransferase (Hypoxanthine)	Hprt	HXPRT: hxan_c + prpp_c --> imp_c + ppi_c	Salvage Pathway
HYPOE	Hypothetical enyme	Pdxp	HYPOE: h2o_c + pyam5p_c --> pi_c + pydam_c	Vitamin B6 Metabolism
HYXNt	Hypoxanthine transport	Slc29a2	HYXNt: hxan_e <=> hxan_c	Transport, Extracellular
Htm	Uncoupling protein	Slc25a14	Htm: h_c --> h_m	Transport, Mitochondrial
Htm	Uncoupling protein	Slc25a27	Htm: h_c --> h_m	Transport, Mitochondrial
Htm	Uncoupling protein	Ucp1	Htm: h_c --> h_m	Transport, Mitochondrial
Htm	Uncoupling protein	Ucp2	Htm: h_c --> h_m	Transport, Mitochondrial
Htm	Uncoupling protein	Ucp3	Htm: h_c --> h_m	Transport, Mitochondrial
ICDHxm	Isocitrate dehydrogenase  NAD	Idh3a	ICDHxm: icit_m + nad_m --> akg_m + co2_m + nadh_m	Citric Acid Cycle
ICDHxm	Isocitrate dehydrogenase  NAD	Idh3b	ICDHxm: icit_m + nad_m --> akg_m + co2_m + nadh_m	Citric Acid Cycle
ICDHxm	Isocitrate dehydrogenase  NAD	Idh3g	ICDHxm: icit_m + nad_m --> akg_m + co2_m + nadh_m	Citric Acid Cycle
ICDHyr	Isocitrate dehydrogenase (NADP)	Idh1	ICDHyr: icit_c + nadp_c --> akg_c + co2_c + nadph_c	Citric Acid Cycle
ICDHyp	Isocitrate dehydrogenase  NADP	Idh1	ICDHyp: icit_x + nadp_x --> akg_x + co2_x + nadph_x	Citric Acid Cycle
ICDHym	Isocitrate dehydrogenase  NADP	Idh2	ICDHym: icit_m + nadp_m <=> akg_m + co2_m + nadph_m	Citric Acid Cycle
IDHPOXOX2b	Iodide:hydrogen-peroxide oxidoreductase 2	Tpo	IDHPOXOX2b: 3ityr__L_c + iodine_c --> 35diotyr_c + h_c + i_c	Tyrosine metabolism
IDHPOXOX3	Iodide:hydrogen-peroxide oxidoreductase 3	Tpo	IDHPOXOX3: 35diotyr_c + 3ityr__L_c + h2o2_c --> 2amac_c + 2.0 h2o_c + triodthy_c	Tyrosine metabolism
IDHPOXOX4	Iodide:hydrogen-peroxide oxidoreductase 4	Tpo	IDHPOXOX4: 2.0 35diotyr_c + h2o2_c --> 2amac_c + 2.0 h2o_c + thyox__L_c	Tyrosine metabolism
IDHPOXOXb	Iodide:hydrogen-peroxide oxidoreductase	Tpo	IDHPOXOXb: iodine_c + tyr__L_c --> 3ityr__L_c + h_c + i_c	Tyrosine metabolism
IDOAASE1ly	Alpha-L-iduronidase, lysosomal	Idua	IDOAASE1ly: h2o_l + hs_deg4_l --> hs_deg5_l + idour_l	Heparan sulfate degradation
IDOAASE2ly	Alpha-L-iduronidase, lysosomal	Idua	IDOAASE2ly: h2o_l + hs_deg16_l --> hs_deg17_l + idour_l	Heparan sulfate degradation
IDOAASE3ly	Alpha-L-iduronidase, lysosomal	Idua	IDOAASE3ly: h2o_l + hs_deg22_l --> hs_deg23_l + idour_l	Heparan sulfate degradation
IDOAASE4ly	Alpha-L-iduronidase, lysosomal	Idua	IDOAASE4ly: cs_b_deg3_l + h2o_l --> cs_a_deg3_l + idour_l	Chondroitin sulfate degradation
IDOURtly	Iduronate transport into lysososme	Slc17a5	IDOURtly: h_c + idour_c <=> h_l + idour_l	Transport, Lysosomal
ILETA	Isoleucine transaminase	Bcat1	ILETA: akg_c + ile__L_c <=> 3mop_c + glu__L_c	Valine, Leucine, and Isoleucine Metabolism
ILETAm	Isoleucine transaminase  mitochondrial	Bcat2	ILETAm: akg_m + ile__L_m <=> 3mop_m + glu__L_m	Valine, Leucine, and Isoleucine Metabolism
ILEt4	L-isoleucine transport in via sodium symport	Slc6a14	ILEt4: ile__L_e + na1_e --> ile__L_c + na1_c	Transport, Extracellular
ILEtec	L-isoleucine transport via diffusion (extracellular to cytosol)	Slc43a1	ILEtec: ile__L_e <=> ile__L_c	Transport, Extracellular
ILEtec	L-isoleucine transport via diffusion (extracellular to cytosol)	Slc43a2	ILEtec: ile__L_e <=> ile__L_c	Transport, Extracellular
IMACTD	Imidazole acetaldeyde dehydrogenase	Aldh1a1	IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	Histidine Metabolism
IMACTD	Imidazole acetaldeyde dehydrogenase	Aldh1a2	IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	Histidine Metabolism
IMACTD	Imidazole acetaldeyde dehydrogenase	Aldh3a2	IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	Histidine Metabolism
IMACTD	Imidazole acetaldeyde dehydrogenase	Aldh7a1	IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	Histidine Metabolism
IMACTD	Imidazole acetaldeyde dehydrogenase	Aldh9a1	IMACTD: h2o_c + im4act_c + nad_c --> 2.0 h_c + im4ac_c + nadh_c	Histidine Metabolism
IMACTD_m	Imidazole acetaldeyde dehydrogenase (mito)	Aldh1b1	IMACTD_m: h2o_m + im4act_m + nad_m --> 2.0 h_m + im4ac_m + nadh_m	Histidine Metabolism
IMACTD_m	Imidazole acetaldeyde dehydrogenase (mito)	Aldh2	IMACTD_m: h2o_m + im4act_m + nad_m --> 2.0 h_m + im4ac_m + nadh_m	Histidine Metabolism
