rxn	rxn_name	gene	equation	pathway
ACCOAC	Acetyl-CoA carboxylase	Acacb	ACCOAC: accoa_c + atp_c + hco3_c --> adp_c + h_c + malcoa_c + pi_c	Fatty Acid Metabolism
ACCOACrm	Acetyl Coa carboxylase  mitochondrial	Acacb	ACCOACrm: accoa_m + atp_m + hco3_m --> adp_m + h_m + malcoa_m + pi_m	Fatty Acid Metabolism
ACCOAL	Acetate-CoA ligase (ADP-forming)	Acss2	ACCOAL: atp_c + coa_c + ppa_c --> adp_c + pi_c + ppcoa_c	Propanoate Metabolism
ACCOALm	Acetate-CoA ligase (AMP-forming)	Acss1	ACCOALm: atp_m + coa_m + ppa_m --> amp_m + ppcoa_m + ppi_m	Propanoate Metabolism
ACETONEt2	Acetone transport via proton symport	Slc16a1	ACETONEt2: acetone_e + h_e <=> acetone_c + h_c	Transport, Extracellular
ACETONEt2	Acetone transport via proton symport	Slc16a3	ACETONEt2: acetone_e + h_e <=> acetone_c + h_c	Transport, Extracellular
ACETONEt2	Acetone transport via proton symport	Slc16a7	ACETONEt2: acetone_e + h_e <=> acetone_c + h_c	Transport, Extracellular
ACETONEt2m	Acetone mitochondrial transport via proton symport	Slc16a1	ACETONEt2m: acetone_c + h_c <=> acetone_m + h_m	Transport, Mitochondrial
ACGAM2E	N-acetylglucosamine 2-epimerase	Renbp	ACGAM2E: acgam_c <=> acmana_c	Aminosugar Metabolism
ACGAM6PS	N acetylglucosamine 6 phosphate synthase	Gnpnat1	ACGAM6PS: accoa_c + gam6p_c --> acgam6p_c + coa_c + h_c	Aminosugar Metabolism
ACGAMK	N-acetylglucosamine kinase	Nagk	ACGAMK: acgam_c + atp_c --> acgam6p_c + adp_c + h_c	Aminosugar Metabolism
ACGAMPM	Phosphoacetylglucosamine mutase	Pgm3	ACGAMPM: acgam6p_c <=> acgam1p_c	Aminosugar Metabolism
ACGPID	N-acetylglucosaminylphosphatidylinositol deacetylase	Pigl	ACGPID: acgpail_hs_c + h2o_c --> ac_c + gpail_hs_c	Glycosylphosphatidylinositol (GPI)-anchor biosynthesis
ACGSm	N acteylglutamate synthase  mitochondrial	Nags	ACGSm: accoa_m + glu__L_m --> acglu_m + coa_m + h_m	Urea cycle/amino group metabolism
ACHEe	Acetylcholinesterase	Ache	ACHEe: ach_e + h2o_e --> ac_e + chol_e + h_e	Glycerophospholipid Metabolism
ACHVESSEC	Acetylcholine secretion via secretory vesicle (ATP driven)	Slc18a3	ACHVESSEC: 3.0 ach_c + 2.0 atp_c + 2.0 h2o_c --> 3.0 ach_e + 2.0 adp_c + 2.0 h_c + 2.0 pi_c	Transport, Extracellular
ACITL	ATP-Citrate lyase	Acly	ACITL: atp_c + cit_c + coa_c --> accoa_c + adp_c + oaa_c + pi_c	Citric Acid Cycle
ACNAM9PL	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	Nans	ACNAM9PL: acmanap_c + h2o_c + pep_c --> acnamp_c + pi_c	Aminosugar Metabolism
ACNAM9PL2	N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating)	Nans	ACNAM9PL2: h2o_c + man6p_c + pep_c --> kdnp_c + pi_c	Aminosugar Metabolism
ACNAMlt	N-acetylneuraminate transport into lysososme	Slc17a5	ACNAMlt: acnam_c + h_c <=> acnam_l + h_l	Transport, Lysosomal
ACOAD10m	2-methylacyl-coa dehydrogenase, trans-2-Methylbut-2-enoyl-CoA forming	Acadm	ACOAD10m: 2mbcoa_m + fad_m --> 2mb2coa_m + fadh2_m	Valine, Leucine, and Isoleucine Metabolism
ACOAD10m	2-methylacyl-coa dehydrogenase, trans-2-Methylbut-2-enoyl-CoA forming	Acadsb	ACOAD10m: 2mbcoa_m + fad_m --> 2mb2coa_m + fadh2_m	Valine, Leucine, and Isoleucine Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acad10	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acad11	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acad8	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acad9	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acadm	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acads	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD1fm	Acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial	Acadsb	ACOAD1fm: btcoa_m + fad_m --> b2coa_m + fadh2_m	Butanoate Metabolism
ACOAD8m	Isovaleryl-coa dehydrogenase	Ivd	ACOAD8m: fad_m + ivcoa_m --> 3mb2coa_m + fadh2_m	Valine, Leucine, and Isoleucine Metabolism
ACOAD9m	2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming	Acad8	ACOAD9m: fad_m + ibcoa_m --> 2mp2coa_m + fadh2_m	Valine, Leucine, and Isoleucine Metabolism
ACOAD9m	2-methylacyl-coa dehydrogenase, 2-Methylprop-2-enoyl-CoA forming	Acadm	ACOAD9m: fad_m + ibcoa_m --> 2mp2coa_m + fadh2_m	Valine, Leucine, and Isoleucine Metabolism
ACOAH	Acetyl-CoA hydrolase	Acot12	ACOAH: ac_c + coa_c + h_c <-- accoa_c + h2o_c	Pyruvate Metabolism
ACOAO7p	Acyl CoA oxidase  hexadecanoyl CoA   peroxisomal	Acox1	ACOAO7p: o2_x + pmtcoa_x --> h2o2_x + hdd2coa_x	Fatty Acid Metabolism
ACOATA	Acetyl-CoA ACP transacylase	Fasn	ACOATA: ACP_c + accoa_c <=> acACP_c + coa_c	Fatty Acid Metabolism
ACODA	Acetylornithine deacetylase	Acy1	ACODA: acorn_c + h2o_c --> ac_c + orn_c	Urea cycle/amino group metabolism
ACONT	Aconitate hydratase	Aco1	ACONT: cit_c <=> icit_c	Citric Acid Cycle
ACONT	Aconitate hydratase	Ireb2	ACONT: cit_c <=> icit_c	Citric Acid Cycle
ACONTm	Aconitate hydratase	Aco2	ACONTm: cit_m <=> icit_m	Citric Acid Cycle
ACOX22x	Acyl-Coenzyme A oxidase 2, branched chain	Acox2	ACOX22x: dhcholoylcoa_x + fadh2_x + 0.5 o2_x --> fad_x + thcholoylcoa_x	Bile Acid Biosynthesis
ACOX2x	Acyl-Coenzyme A oxidase 2, branched chain	Acox2	ACOX2x: cholcoas_x + fadh2_x + o2_x --> cholcoads_x + fad_x + 2.0 h2o_x	Bile Acid Biosynthesis
ACP1_FMN	Acid phosphatase (FMN)	Acp1	ACP1_FMN: fmn_c + h2o_c --> pi_c + ribflv_c	Riboflavin Metabolism
ACRNtm	O acetylcarnintine transport into mitochondria via diffusion	Slc25a20	ACRNtm: acrn_c --> acrn_m	Transport, Mitochondrial
ACS	Acetyl-CoA synthetase	Aacs	ACS: ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c	Glycolysis/Gluconeogenesis
ACS	Acetyl-CoA synthetase	Acss2	ACS: ac_c + atp_c + coa_c --> accoa_c + amp_c + ppi_c	Glycolysis/Gluconeogenesis
ACS2	Acetyl-CoA synthase (propionate)	Aacs	ACS2: atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c	Propanoate Metabolism
ACS2	Acetyl-CoA synthase (propionate)	Acss2	ACS2: atp_c + coa_c + ppa_c --> amp_c + ppcoa_c + ppi_c	Propanoate Metabolism
ACSm	Acetyl CoA synthetase	Acss1	ACSm: ac_m + atp_m + coa_m --> accoa_m + amp_m + ppi_m	Glycolysis/Gluconeogenesis
ACTLMO	Acetol monooxygenase	Cyp2e1	ACTLMO: acetol_c + h_c + nadph_c + o2_c --> 2.0 h2o_c + mthgxl_c + nadp_c	Pyruvate Metabolism
ACTNMO	Acetone monooxygenase	Cyp2e1	ACTNMO: acetone_c + h_c + nadph_c + o2_c --> acetol_c + h2o_c + nadp_c	Pyruvate Metabolism
ACYP	Acylphosphatase	Acyp1	ACYP: 13dpg_c + h2o_c --> 3pg_c + h_c + pi_c	Glycolysis/Gluconeogenesis
ACYP	Acylphosphatase	Acyp2	ACYP: 13dpg_c + h2o_c --> 3pg_c + h_c + pi_c	Glycolysis/Gluconeogenesis
ACYP	Acylphosphatase	Rwdd2a	ACYP: 13dpg_c + h2o_c --> 3pg_c + h_c + pi_c	Glycolysis/Gluconeogenesis
ADA	Adenosine deaminase	Ada	ADA: adn_c + h2o_c + h_c --> ins_c + nh4_c	Purine Catabolism
ADAe	Adenosine deaminase, extracellular	Ada	ADAe: adn_e + h2o_e + h_e --> ins_e + nh4_e	Nucleotides
ADEt	Adenine transport via diffusion	Slc29a2	ADEt: ade_e <=> ade_c	Transport, Extracellular
ADEtl	Adenine facilated transport from lysosome	Slc29a3	ADEtl: ade_l <=> ade_c	Transport, Lysosomal
ADK3	Adentylate kinase (GTP)	Ak5	ADK3: amp_c + gtp_c <=> adp_c + gdp_c	Nucleotides
ADK3m	Adentylate kinase  GTP	Ak3	ADK3m: amp_m + gtp_m <=> adp_m + gdp_m	Nucleotides
ADKd	Adenylate kinase (d form)	Ak5	ADKd: damp_c + datp_c <=> 2.0 dadp_c	Nucleotides
ADMDC	Adenosylmethionine decarboxylase	Amd1	ADMDC: amet_c + h_c --> ametam_c + co2_c	Arginine and Proline Metabolism
ADNCYC	Adenylate cyclase	Adcy1	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy10	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy2	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy3	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy4	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy5	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy6	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy7	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy8	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNCYC	Adenylate cyclase	Adcy9	ADNCYC: atp_c --> camp_c + ppi_c	Nucleotides
ADNK1	Adenosine kinase	Adk	ADNK1: adn_c + atp_c --> adp_c + amp_c + h_c	Nucleotides
ADNt	Adenosine facilated transport in cytosol	Slc29a1	ADNt: adn_e <=> adn_c	Transport, Extracellular
ADNt	Adenosine facilated transport in cytosol	Slc29a2	ADNt: adn_e <=> adn_c	Transport, Extracellular
ADNt4	Adenosine transport (Na/Adn cotransport)	Slc28a1	ADNt4: adn_e + na1_e --> adn_c + na1_c	Transport, Extracellular
ADNt4	Adenosine transport (Na/Adn cotransport)	Slc28a2	ADNt4: adn_e + na1_e --> adn_c + na1_c	Transport, Extracellular
ADNt4	Adenosine transport (Na/Adn cotransport)	Slc28a3	ADNt4: adn_e + na1_e --> adn_c + na1_c	Transport, Extracellular
ADNt5	Adenosine transport (1:2 Na/Adn cotransport)	Slc28a3	ADNt5: adn_e + 2.0 na1_e --> adn_c + 2.0 na1_c	Transport, Extracellular
ADNtl	Adenosine facilated transport from lysosome	Slc29a3	ADNtl: adn_l <=> adn_c	Transport, Lysosomal
ADNtm	Equilibrative nucleoside transporter, mitochondrial	Slc29a1	ADNtm: adn_c <=> adn_m	Transport, Mitochondrial
ADPGLC	ADPglucose diphosphatase	Nudt5	ADPGLC: adpglc_c + h2o_c --> amp_c + g1p_c + 2.0 h_c	Nucleotides
ADPMAN	ADPmannose diphosphatase	Nudt5	ADPMAN: adpman_c + h2o_c --> amp_c + 2.0 h_c + man1p_c	Nucleotides
ADPRDP	ADPribose diphosphatase	Nudt5	ADPRDP: adprib_c + h2o_c --> amp_c + 2.0 h_c + r5p_c	Nucleotides
ADPRDPm	ADPribose diphosphatase (mitochondrial)	Nudt9	ADPRDPm: adprib_m + h2o_m --> amp_m + 2.0 h_m + r5p_m	Nucleotides
ADPRIBt	ADPribose transport	Cd38	ADPRIBt: adprib_e --> adprib_c	Transport, Extracellular
ADPT	Adenine phosphoribosyltransferase	Aprt	ADPT: ade_c + prpp_c --> amp_c + ppi_c	Salvage Pathway
ADRNCPT1	Carnitine O-palmitoyltransferase	Cpt1a	ADRNCPT1: adrncoa_c + crn_c --> adrncrn_c + coa_c	Carnitine shuttle
ADRNCPT1	Carnitine O-palmitoyltransferase	Cpt1b	ADRNCPT1: adrncoa_c + crn_c --> adrncrn_c + coa_c	Carnitine shuttle
ADRNCPT1	Carnitine O-palmitoyltransferase	Cpt1c	ADRNCPT1: adrncoa_c + crn_c --> adrncrn_c + coa_c	Carnitine shuttle
ADRNCPT2	Carnitine transferase	Cpt2	ADRNCPT2: adrncrn_m + coa_m --> adrncoa_m + crn_m	Carnitine shuttle
ADRNCRNt	Transport into the mitochondria (carnitine)	Slc25a20	ADRNCRNt: adrncrn_c --> adrncrn_m	Carnitine shuttle
ADRNLPVESSEC	Adrenaline secretion via secretory vesicle (ATP driven)	Slc18a1	ADRNLPVESSEC: 3.0 adrnl_c + 2.0 atp_c + 2.0 h2o_c --> 2.0 adp_c + 3.0 adrnl_e + 2.0 h_c + 2.0 pi_c	Transport, Extracellular
ADRNLPVESSEC	Adrenaline secretion via secretory vesicle (ATP driven)	Slc18a2	ADRNLPVESSEC: 3.0 adrnl_c + 2.0 atp_c + 2.0 h2o_c --> 2.0 adp_c + 3.0 adrnl_e + 2.0 h_c + 2.0 pi_c	Transport, Extracellular
ADSELK	Adenylyl-selenate kinase	Papss1	ADSELK: adsel_c + atp_c --> 3padsel_c + adp_c + h_c	Selenoamino acid metabolism
ADSELK	Adenylyl-selenate kinase	Papss2	ADSELK: adsel_c + atp_c --> 3padsel_c + adp_c + h_c	Selenoamino acid metabolism
ADSK	Adenylyl-sulfate kinase	Papss1	ADSK: aps_c + atp_c --> adp_c + h_c + paps_c	Nucleotides
ADSK	Adenylyl-sulfate kinase	Papss2	ADSK: aps_c + atp_c --> adp_c + h_c + paps_c	Nucleotides
ADSL1r	Adenylsuccinate lyase	Adsl	ADSL1r: dcamp_c --> amp_c + fum_c	Nucleotides
ADSL2r	Adenylosuccinate lyase	Adsl	ADSL2r: 25aics_c --> aicar_c + fum_c	IMP Biosynthesis
ADSS	Adenylosuccinate synthase	Adss	ADSS: asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	Nucleotides
ADSS	Adenylosuccinate synthase	Adssl1	ADSS: asp__L_c + gtp_c + imp_c --> dcamp_c + gdp_c + 2.0 h_c + pi_c	Nucleotides
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T10g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T10g: ksi_pre18_g + uacgam_g --> h_g + ksi_pre19_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T11g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T11g: ksi_pre21_g + uacgam_g --> h_g + ksi_pre22_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T12g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T12g: ksi_pre24_g + uacgam_g --> h_g + ksi_pre25_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T13g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T13g: ksi_pre27_g + uacgam_g --> h_g + ksi_pre28_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T14g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T14g: ksi_pre30_g + uacgam_g --> h_g + ksi_pre31_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T15g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T15g: ksi_pre33_g + uacgam_g --> h_g + ksi_pre34_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt8	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gntl1	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T16g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B4gat1	AG13T16g: ksii_core4_pre2_g + uacgam_g --> h_g + ksii_core4_pre3_g + udp_g	Keratan sulfate biosynthesis
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt2	AG13T17g: ksii_core4_pre4_g + uacgam_g --> h_g + ksii_core4_pre5_g + udp_g	Keratan sulfate biosynthesis
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt3	AG13T17g: ksii_core4_pre4_g + uacgam_g --> h_g + ksii_core4_pre5_g + udp_g	Keratan sulfate biosynthesis
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt4	AG13T17g: ksii_core4_pre4_g + uacgam_g --> h_g + ksii_core4_pre5_g + udp_g	Keratan sulfate biosynthesis
AG13T17g	N-acetyllactosaminide beta-1,3-N-acetylglucosaminyltransferase, Golgi apparatus	B3gnt7	AG13T17g: ksii_core4_pre4_g + uacgam_g --> h_g + ksii_core4_pre5_g + udp_g	Keratan sulfate biosynthesis
